"br","sp","ht","ht2","yr"
NA,1,5.8,33.64,"1"
0,0,7,49,"1"
0,1,10,100,"1"
NA,0,NA,NA,"1"
0,1,13,169,"1"
NA,0,NA,NA,"1"
0,1,13.6,184.96,"1"
0,0,12.2,148.84,"1"
0,1,14,196,"1"
0,0,11,121,"1"
NA,1,NA,NA,"1"
NA,0,9.56384364820847,91.4671053273775,"1"
NA,0,8,64,"1"
NA,0,NA,NA,"1"
NA,0,7,49,"1"
NA,0,8.2,67.24,"1"
NA,0,14.3,204.49,"1"
NA,0,2.8,7.84,"1"
0,1,13.5,182.25,"1"
NA,0,7.9,62.41,"1"
NA,1,8,64,"1"
NA,0,12.5,156.25,"1"
0,0,9,81,"1"
NA,1,9.2,84.64,"1"
0,1,15.9,252.81,"1"
0,0,15,225,"1"
0,1,13.2,174.24,"1"
0,1,9,81,"1"
NA,1,44.7232824427481,2000.17199245382,"1"
0,0,53,2809,"1"
0,1,56,3136,"1"
0,0,51,2601,"1"
0,1,18,324,"1"
0,0,68.5,4692.25,"1"
0,1,35,1225,"1"
0,0,35,1225,"1"
1,1,34.4,1183.36,"1"
NA,0,31.5,992.25,"1"
NA,1,31.5,992.25,"1"
0,1,36.5,1332.25,"1"
NA,0,9,81,"1"
NA,0,9,81,"1"
NA,0,3,9,"1"
NA,0,16,256,"1"
NA,1,13,169,"1"
0,0,16,256,"1"
NA,1,8,64,"1"
NA,0,5.5,30.25,"1"
NA,1,10.5,110.25,"1"
1,1,14,196,"1"
NA,1,17.5,306.25,"1"
NA,1,7.9,62.41,"1"
0,1,43.7,1909.69,"1"
NA,0,77.6,6021.76,"1"
1,1,48.6,2361.96,"1"
1,0,63.6,4044.96,"1"
0,1,44,1936,"1"
0,1,10.9,118.81,"1"
0,1,7,49,"1"
NA,0,9,81,"1"
0,1,7.3,53.29,"1"
0,0,8.1,65.61,"1"
0,1,9.5,90.25,"1"
0,0,11,121,"1"
0,1,12,144,"1"
0,0,10.5,110.25,"1"
0,1,15.3,234.09,"1"
0,0,12.2,148.84,"1"
0,1,11,121,"1"
NA,0,14.2,201.64,"1"
0,0,5.3,28.09,"1"
0,0,4.5,20.25,"1"
0,0,12.5,156.25,"1"
0,0,10,100,"1"
0,0,14,196,"1"
0,0,3,9,"1"
0,0,8.6,73.96,"1"
0,0,7.4,54.76,"1"
0,0,8.5,72.25,"1"
1,1,60.9,3708.81,"1"
0,0,60.4,3648.16,"1"
0,1,26.1,681.21,"1"
NA,0,44.7232824427481,2000.17199245382,"1"
1,1,52.5,2756.25,"1"
NA,1,56,3136,"1"
0,1,28.5,812.25,"1"
0,1,28.5,812.25,"1"
0,1,9.4,88.36,"1"
0,0,7,49,"1"
0,0,11,121,"1"
0,1,14.1,198.81,"1"
0,0,11.9,141.61,"1"
0,1,9.2,84.64,"1"
0,0,7.1,50.41,"1"
0,0,5.4,29.16,"1"
NA,1,5.3,28.09,"1"
NA,0,7,49,"1"
NA,1,11.2,125.44,"1"
NA,0,9.5,90.25,"1"
NA,1,7.7,59.29,"1"
NA,0,6.1,37.21,"1"
0,0,9,81,"1"
0,0,12.9,166.41,"1"
NA,0,3.8,14.44,"1"
NA,0,6,36,"1"
NA,0,10.5,110.25,"1"
NA,0,10.2,104.04,"1"
0,0,7.7,59.29,"1"
0,0,6,36,"1"
1,1,51.3,2631.69,"1"
0,1,50.5,2550.25,"1"
NA,0,72.5,5256.25,"1"
NA,1,45.7,2088.49,"1"
0,0,68.3,4664.89,"1"
1,1,44,1936,"1"
NA,1,34,1156,"1"
NA,0,42,1764,"1"
0,1,21.5,462.25,"1"
0,0,50.5,2550.25,"1"
1,1,24.7,610.09,"1"
NA,0,73,5329,"1"
1,1,37.9,1436.41,"1"
NA,1,7,49,"1"
0,1,4.3,18.49,"1"
0,0,7.4,54.76,"1"
0,0,3.1,9.61,"1"
0,1,18,324,"1"
0,0,13,169,"1"
NA,0,9.56384364820847,91.4671053273775,"1"
0,0,10,100,"1"
0,0,13,169,"1"
0,0,11,121,"1"
0,0,7.5,56.25,"1"
0,0,13.4,179.56,"1"
0,0,10,100,"1"
0,0,8,64,"1"
0,0,10.5,110.25,"1"
0,0,8.5,72.25,"1"
1,1,39,1521,"1"
1,1,27.3,745.29,"1"
1,1,43.4,1883.56,"1"
NA,1,23.5,552.25,"1"
NA,1,41,1681,"1"
NA,1,29.5,870.25,"1"
1,1,26.2,686.44,"1"
1,1,39,1521,"1"
0,0,9.5,90.25,"1"
0,0,10.4,108.16,"1"
0,0,7,49,"1"
NA,0,7.8,60.84,"1"
0,0,9.9,98.01,"1"
0,0,12,144,"1"
0,0,11.2,125.44,"1"
0,0,4.6,21.16,"1"
0,1,7.6,57.76,"1"
0,0,6.9,47.61,"1"
NA,1,8.4,70.56,"1"
0,0,6.9,47.61,"1"
0,1,14.2,201.64,"1"
0,0,10,100,"1"
0,1,9.5,90.25,"1"
0,0,6.1,37.21,"1"
0,1,10,100,"1"
0,1,11.5,132.25,"1"
NA,0,9,81,"1"
0,1,61.1,3733.21,"1"
1,0,45,2025,"1"
0,0,31.5,992.25,"1"
NA,0,49.5,2450.25,"1"
1,1,41.5,1722.25,"1"
1,0,32.9,1082.41,"1"
0,0,43.5,1892.25,"1"
1,1,45.3,2052.09,"1"
1,1,49.4,2440.36,"1"
1,0,23.5,552.25,"1"
0,1,37.5,1406.25,"1"
1,0,21.6,466.56,"1"
0,1,42,1764,"1"
NA,0,7.2,51.84,"1"
0,0,3.5,12.25,"1"
NA,1,44.5,1980.25,"1"
0,0,54.1,2926.81,"1"
1,1,39,1521,"1"
NA,1,32,1024,"1"
NA,0,23,529,"1"
NA,0,20,400,"1"
NA,1,28.6,817.96,"1"
0,0,29.6,876.16,"1"
0,1,43,1849,"1"
NA,1,30.4,924.16,"1"
0,1,6.1,37.21,"1"
NA,1,8.9,79.21,"1"
0,1,8,64,"1"
0,0,7.2,51.84,"1"
0,1,9.3,86.49,"1"
NA,1,8.7,75.69,"1"
0,1,8.7,75.69,"1"
NA,0,5.3,28.09,"1"
NA,0,7.6,57.76,"1"
0,0,10.3,106.09,"1"
NA,1,32.5,1056.25,"1"
0,0,64,4096,"1"
0,1,45,2025,"1"
0,1,43.8,1918.44,"1"
0,0,38.8,1505.44,"1"
0,1,43,1849,"1"
0,0,20.4,416.16,"1"
0,1,41,1681,"1"
0,0,38.3,1466.89,"1"
1,1,49.8,2480.04,"1"
1,1,64.6,4173.16,"1"
NA,0,27.5,756.25,"1"
0,1,46,2116,"1"
NA,0,15.8,249.64,"1"
0,1,45.7,2088.49,"1"
0,0,64.5,4160.25,"1"
1,1,33.4,1115.56,"1"
NA,0,34.5,1190.25,"1"
0,1,53.7,2883.69,"1"
1,0,60.9,3708.81,"1"
1,1,56.2,3158.44,"1"
0,1,30.8,948.64,"1"
1,0,59.1,3492.81,"1"
1,1,48.8,2381.44,"1"
0,0,73.5,5402.25,"1"
1,1,49.5,2450.25,"1"
0,0,56,3136,"1"
1,1,29.5,870.25,"1"
NA,0,10.5,110.25,"1"
NA,0,16.4,268.96,"1"
NA,1,11.1,123.21,"1"
NA,0,14.8,219.04,"1"
NA,1,7.6,57.76,"1"
0,1,7.1,50.41,"1"
NA,1,4.4,19.36,"1"
NA,0,13.5,182.25,"1"
NA,1,9.5,90.25,"1"
NA,0,8.7,75.69,"1"
NA,1,39.2,1536.64,"1"
0,0,66.3,4395.69,"1"
0,1,48.7,2371.69,"1"
0,0,70.2,4928.04,"1"
NA,1,32.4,1049.76,"1"
0,0,41.4,1713.96,"1"
NA,1,36.4,1324.96,"1"
0,0,59,3481,"1"
1,1,46.2,2134.44,"1"
NA,1,60.9,3708.81,"1"
NA,1,43,1849,"1"
0,0,32.7,1069.29,"1"
0,1,4.9,24.01,"1"
0,0,10.1,102.01,"1"
0,1,7.5,56.25,"1"
NA,1,8.6,73.96,"1"
NA,1,4.3,18.49,"1"
NA,0,9.2,84.64,"1"
0,1,9.9,98.01,"1"
NA,0,11.1,123.21,"1"
0,0,20.1,404.01,"1"
NA,0,10.8,116.64,"1"
NA,1,7.3,53.29,"1"
0,0,10.6,112.36,"1"
0,0,16.8,282.24,"1"
0,1,12.2,148.84,"1"
0,0,11.6,134.56,"1"
0,0,11.7,136.89,"1"
0,0,10.2,104.04,"1"
1,1,37.1,1376.41,"1"
0,0,35.1,1232.01,"1"
0,1,69.8,4872.04,"1"
NA,1,68.2,4651.24,"1"
NA,0,44.8,2007.04,"1"
NA,1,58,3364,"1"
0,0,58.5,3422.25,"1"
0,1,71.1,5055.21,"1"
0,0,33.5,1122.25,"1"
NA,1,56.4,3180.96,"1"
0,0,45.8,2097.64,"1"
NA,1,70.2,4928.04,"1"
0,0,25.2,635.04,"1"
0,1,66.7,4448.89,"1"
0,0,8.4,70.56,"1"
NA,0,9.56384364820847,91.4671053273775,"1"
0,0,8.5,72.25,"1"
0,1,8.2,67.24,"1"
NA,1,12.8,163.84,"1"
0,1,7,49,"1"
0,1,8,64,"1"
NA,0,9.56384364820847,91.4671053273775,"1"
0,0,5.9,34.81,"1"
0,1,28.2,795.24,"1"
0,0,70.4,4956.16,"1"
1,1,32.9,1082.41,"1"
0,0,35.8,1281.64,"1"
0,1,36.4,1324.96,"1"
0,0,68,4624,"1"
0,1,43.1,1857.61,"1"
0,0,40.9,1672.81,"1"
0,1,53.6,2872.96,"1"
0,0,52.2,2724.84,"1"
0,1,41.3,1705.69,"1"
0,1,41.5,1722.25,"1"
0,0,73.2,5358.24,"1"
1,1,37.6,1413.76,"1"
0,1,6.4,40.96,"1"
0,0,13.6,184.96,"1"
0,1,4.3,18.49,"1"
0,0,7.9,62.41,"1"
0,1,10.4,108.16,"1"
0,0,9.5,90.25,"1"
0,1,13.6,184.96,"1"
0,0,11.2,125.44,"1"
0,1,8.2,67.24,"1"
0,0,9.3,86.49,"1"
0,1,9,81,"1"
0,0,8.4,70.56,"1"
NA,0,4.4,19.36,"1"
0,0,7.6,57.76,"1"
NA,1,43.9,1927.21,"1"
0,0,51,2601,"1"
0,1,69,4761,"1"
1,0,37.5,1406.25,"1"
1,1,61.1,3733.21,"1"
0,0,59.1,3492.81,"1"
NA,1,59.3,3516.49,"1"
1,1,48.1,2313.61,"1"
NA,0,34.4,1183.36,"1"
1,0,69,4761,"1"
0,1,52.5,2756.25,"1"
1,0,41.6,1730.56,"1"
NA,1,60.2,3624.04,"1"
0,0,4.8,23.04,"1"
0,1,8.5,72.25,"1"
0,0,9.5,90.25,"1"
NA,1,6.5,42.25,"1"
0,0,5.1,26.01,"1"
0,0,10.1,102.01,"1"
NA,1,6.6,43.56,"1"
NA,0,8.9,79.21,"1"
0,0,8.8,77.44,"1"
0,0,5,25,"1"
0,1,51.4,2641.96,"1"
0,0,29.5,870.25,"1"
0,1,44.7,1998.09,"1"
NA,0,43.3,1874.89,"1"
1,1,37.5,1406.25,"1"
0,0,26.5,702.25,"1"
0,1,52.2,2724.84,"1"
NA,0,33.5,1122.25,"1"
NA,1,62.2,3868.84,"1"
0,0,38.9,1513.21,"1"
NA,1,51.1,2611.21,"1"
NA,0,35,1225,"1"
NA,1,72.7,5285.29,"1"
NA,0,29.6,876.16,"1"
0,1,41.9,1755.61,"1"
0,1,11.5,132.25,"1"
0,1,11.5,132.25,"1"
NA,1,9,81,"1"
0,1,11.5,132.25,"1"
0,1,8.9,79.21,"1"
NA,0,13.1,171.61,"1"
0,1,8.4,70.56,"1"
NA,0,7.1,50.41,"1"
NA,0,4,16,"1"
NA,0,14,196,"1"
NA,0,4.2,17.64,"1"
NA,0,12.8,163.84,"1"
0,1,35.5,1260.25,"1"
NA,0,22.5,506.25,"1"
NA,1,41,1681,"1"
NA,1,56.4,3180.96,"1"
NA,1,39.9,1592.01,"1"
NA,0,39.8,1584.04,"1"
0,1,62.8,3943.84,"1"
0,0,47.9,2294.41,"1"
1,1,38,1444,"1"
NA,0,34.9,1218.01,"1"
0,1,59.5,3540.25,"1"
0,1,9.6,92.16,"1"
NA,0,5,25,"1"
0,1,6.6,43.56,"1"
NA,0,10.9,118.81,"1"
0,1,8.9,79.21,"1"
NA,1,6.9,47.61,"1"
0,1,10.9,118.81,"1"
0,0,7.6,57.76,"1"
0,1,16.5,272.25,"1"
NA,0,6.7,44.89,"1"
0,1,14.4,207.36,"1"
NA,0,10.6,112.36,"1"
NA,0,8,64,"1"
NA,0,7,49,"1"
NA,0,7.4,54.76,"1"
NA,0,4.5,20.25,"1"
NA,0,6,36,"1"
NA,0,5.4,29.16,"1"
0,1,27.9,778.41,"1"
1,0,33.9,1149.21,"1"
0,1,68.1,4637.61,"1"
0,0,41.4,1713.96,"1"
0,1,20.8,432.64,"1"
NA,0,29.9,894.01,"1"
0,1,31.5,992.25,"1"
NA,0,27.2,739.84,"1"
1,1,55.3,3058.09,"1"
NA,0,18.5,342.25,"1"
0,1,69.2,4788.64,"1"
1,0,23.9,571.21,"1"
0,1,30,900,"1"
0,1,12,144,"1"
NA,1,7,49,"1"
0,1,9.2,84.64,"1"
NA,0,11.9,141.61,"1"
NA,0,6,36,"1"
NA,0,2.2,4.84,"1"
NA,0,11.9,141.61,"1"
NA,0,9,81,"1"
0,0,10.5,110.25,"1"
NA,0,8.5,72.25,"1"
NA,0,14,196,"1"
NA,0,8,64,"1"
NA,0,6.9,47.61,"1"
0,1,25.2,635.04,"1"
1,0,26,676,"1"
0,1,44,1936,"1"
0,0,31.5,992.25,"1"
NA,1,13,169,"1"
0,0,49.2,2420.64,"1"
0,1,37.5,1406.25,"1"
NA,0,49,2401,"1"
0,1,34.2,1169.64,"1"
1,1,48.7,2371.69,"1"
0,0,37.5,1406.25,"1"
NA,1,38,1444,"1"
NA,0,32,1024,"1"
0,1,35.3,1246.09,"1"
0,1,7.4,54.76,"1"
NA,0,9.7,94.09,"1"
0,1,10.5,110.25,"1"
NA,0,8.2,67.24,"1"
0,1,9.8,96.04,"1"
NA,0,12.8,163.84,"1"
NA,1,9.1,82.81,"1"
NA,0,9.1,82.81,"1"
0,1,13.4,179.56,"1"
NA,0,12,144,"1"
NA,0,10.5,110.25,"1"
NA,1,40.1,1608.01,"1"
NA,0,33.5,1122.25,"1"
0,1,60.9,3708.81,"1"
NA,0,43.5,1892.25,"1"
0,1,32.5,1056.25,"1"
0,0,22.4,501.76,"1"
NA,1,43.9,1927.21,"1"
NA,0,39,1521,"1"
NA,1,66.9,4475.61,"1"
NA,0,53,2809,"1"
NA,1,65,4225,"1"
NA,1,15.1,228.01,"1"
0,1,4.6,21.16,"1"
NA,0,13.4,179.56,"1"
NA,1,10.4,108.16,"1"
0,0,14.1,198.81,"1"
0,0,6.2,38.44,"1"
NA,0,6.8,46.24,"1"
0,0,7.2,51.84,"1"
NA,0,5.4,29.16,"1"
0,0,8,64,"1"
NA,0,5.8,33.64,"1"
0,0,2.4,5.76,"1"
NA,1,80.2,6432.04,"1"
1,0,70,4900,"1"
0,1,77.2,5959.84,"1"
1,0,50.4,2540.16,"1"
0,1,67.1,4502.41,"1"
NA,0,30.9,954.81,"1"
NA,1,31.2,973.44,"1"
NA,0,25.5,650.25,"1"
1,1,44.4,1971.36,"1"
0,1,17.7,313.29,"1"
0,0,34.3,1176.49,"1"
1,1,31.2,973.44,"1"
1,0,40.5,1640.25,"1"
0,1,20.9,436.81,"1"
0,1,9.4,88.36,"1"
NA,0,3.8,14.44,"1"
0,1,14.4,207.36,"1"
NA,0,4.5,20.25,"1"
0,0,14,196,"1"
0,1,7.9,62.41,"1"
NA,0,10.7,114.49,"1"
0,1,10,100,"1"
NA,0,4.5,20.25,"1"
NA,1,7.5,56.25,"1"
0,1,7,49,"1"
0,1,7.2,51.84,"1"
NA,0,5.4,29.16,"1"
NA,0,10,100,"1"
NA,0,6.1,37.21,"1"
NA,0,7.5,56.25,"1"
NA,0,9.2,84.64,"1"
NA,0,4.7,22.09,"1"
NA,1,52.8,2787.84,"1"
NA,0,44,1936,"1"
NA,1,56,3136,"1"
NA,0,32.9,1082.41,"1"
0,1,61.4,3769.96,"1"
NA,0,32.4,1049.76,"1"
NA,1,46.5,2162.25,"1"
NA,0,26.8,718.24,"1"
0,1,51.2,2621.44,"1"
NA,0,29.2,852.64,"1"
0,1,57,3249,"1"
NA,0,24,576,"1"
0,1,81.4,6625.96,"1"
NA,0,33,1089,"1"
0,1,42.2,1780.84,"1"
NA,1,7.5,56.25,"1"
NA,1,7,49,"1"
NA,0,5.8,33.64,"1"
0,1,12.1,146.41,"1"
NA,1,55.8,3113.64,"1"
0,1,13.6,184.96,"1"
0,1,5.1,26.01,"1"
NA,0,3.5,12.25,"1"
NA,1,5.8,33.64,"1"
0,0,6.3,39.69,"1"
NA,0,8.5,72.25,"1"
NA,0,5.5,30.25,"1"
NA,0,2.8,7.84,"1"
NA,0,6,36,"1"
NA,0,6.3,39.69,"1"
1,1,87.2,7603.84,"1"
0,0,61.6,3794.56,"1"
1,1,30.1,906.01,"1"
0,0,49.4,2440.36,"1"
NA,1,40.7,1656.49,"1"
1,0,54,2916,"1"
1,1,51.4,2641.96,"1"
NA,0,59.5,3540.25,"1"
NA,1,61.2,3745.44,"1"
0,0,39.4,1552.36,"1"
NA,1,39.5,1560.25,"1"
0,0,28.2,795.24,"1"
NA,1,40.5,1640.25,"1"
1,0,58.4,3410.56,"1"
NA,1,44.7232824427481,2000.17199245382,"1"
0,1,5.9,34.81,"1"
0,1,10.9,118.81,"1"
0,0,5,25,"1"
0,1,8,64,"1"
NA,0,6.5,42.25,"1"
0,0,6.2,38.44,"1"
0,1,10.5,110.25,"1"
0,0,3.6,12.96,"1"
0,0,6.7,44.89,"1"
0,0,6.2,38.44,"1"
NA,0,4.4,19.36,"1"
0,0,5.5,30.25,"1"
0,0,9.2,84.64,"1"
0,0,6.5,42.25,"1"
0,0,6,36,"1"
0,0,10.9,118.81,"1"
NA,0,6.5,42.25,"1"
0,0,8.8,77.44,"1"
NA,0,5,25,"1"
0,1,33.9,1149.21,"1"
0,0,59.9,3588.01,"1"
NA,1,39.2,1536.64,"1"
NA,0,59,3481,"1"
NA,1,50.5,2550.25,"1"
NA,0,43.5,1892.25,"1"
1,1,33.2,1102.24,"1"
NA,0,48.2,2323.24,"1"
0,1,65.5,4290.25,"1"
NA,1,41.8,1747.24,"1"
NA,0,28.7,823.69,"1"
NA,0,37.1,1376.41,"1"
0,1,53,2809,"1"
NA,1,NA,NA,"2"
NA,0,8.5,72.25,"2"
NA,1,10,100,"2"
NA,0,NA,NA,"2"
NA,1,10.9,118.81,"2"
NA,0,NA,NA,"2"
0,1,17.2,295.84,"2"
0,0,11.5,132.25,"2"
NA,1,12.9,166.41,"2"
NA,0,12.7,161.29,"2"
NA,1,NA,NA,"2"
0,0,13.5,182.25,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,15,225,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
0,0,12.5,156.25,"2"
NA,0,9.5,90.25,"2"
NA,1,NA,NA,"2"
1,1,15.9,252.81,"2"
NA,0,15,225,"2"
NA,1,13.2,174.24,"2"
NA,1,8.5,72.25,"2"
NA,1,44.7232824427481,2000.17199245382,"2"
1,0,54,2916,"2"
1,1,56,3136,"2"
NA,0,53,2809,"2"
0,1,18.9,357.21,"2"
1,0,69.1,4774.81,"2"
NA,1,36,1296,"2"
NA,0,40.8,1664.64,"2"
NA,1,31.5,992.25,"2"
NA,0,31.5,992.25,"2"
NA,1,NA,NA,"2"
NA,1,37.9,1436.41,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
NA,0,17,289,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
NA,1,13.5,182.25,"2"
NA,1,NA,NA,"2"
NA,1,NA,NA,"2"
NA,1,45.9,2106.81,"2"
NA,0,NA,NA,"2"
NA,1,44.4,1971.36,"2"
0,0,65.9,4342.81,"2"
1,1,46.4,2152.96,"2"
NA,1,10.5,110.25,"2"
0,1,5.6,31.36,"2"
NA,0,NA,NA,"2"
0,1,6.9,47.61,"2"
0,0,7.4,54.76,"2"
0,1,9.8,96.04,"2"
0,0,9,81,"2"
0,1,11.6,134.56,"2"
0,0,11.1,123.21,"2"
0,1,15.5,240.25,"2"
0,0,10.6,112.36,"2"
0,1,10.7,114.49,"2"
NA,0,NA,NA,"2"
NA,0,4.9,24.01,"2"
NA,0,4,16,"2"
NA,0,13.6,184.96,"2"
0,0,11,121,"2"
NA,0,12.6,158.76,"2"
NA,0,4,16,"2"
NA,0,7.9,62.41,"2"
0,0,6.6,43.56,"2"
NA,0,5,25,"2"
1,1,61,3721,"2"
1,0,61.1,3733.21,"2"
0,1,24.5,600.25,"2"
NA,0,44.7232824427481,2000.17199245382,"2"
1,1,54,2916,"2"
NA,1,NA,NA,"2"
1,1,27.8,772.84,"2"
0,1,29,841,"2"
0,1,10.3,106.09,"2"
NA,0,7.6,57.76,"2"
0,0,11.1,123.21,"2"
0,1,13.2,174.24,"2"
0,0,11.1,123.21,"2"
NA,1,10.1,102.01,"2"
0,0,6.9,47.61,"2"
NA,0,5.2,27.04,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
0,0,9,81,"2"
NA,0,12.9,166.41,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,0,7.2,51.84,"2"
0,0,7.8,60.84,"2"
0,1,52.9,2798.41,"2"
NA,1,49.1,2410.81,"2"
0,0,72.5,5256.25,"2"
NA,1,NA,NA,"2"
NA,0,72,5184,"2"
NA,1,41,1681,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
0,1,22.2,492.84,"2"
NA,0,50.9,2590.81,"2"
0,1,25.5,650.25,"2"
NA,0,NA,NA,"2"
NA,1,36.3,1317.69,"2"
NA,1,7,49,"2"
0,1,5,25,"2"
NA,0,7.9,62.41,"2"
0,0,3.5,12.25,"2"
NA,1,17.2,295.84,"2"
0,0,14.2,201.64,"2"
NA,0,9.56384364820847,91.4671053273775,"2"
0,0,11.4,129.96,"2"
0,0,12.1,146.41,"2"
0,0,10.1,102.01,"2"
0,0,8,64,"2"
0,0,12.6,158.76,"2"
0,0,10.4,108.16,"2"
0,0,8.5,72.25,"2"
0,0,8,64,"2"
0,0,9.3,86.49,"2"
NA,1,NA,NA,"2"
NA,1,NA,NA,"2"
NA,1,43.5,1892.25,"2"
NA,1,NA,NA,"2"
NA,1,NA,NA,"2"
NA,1,NA,NA,"2"
NA,1,NA,NA,"2"
NA,1,NA,NA,"2"
0,0,10.3,106.09,"2"
0,0,10.4,108.16,"2"
0,0,7.4,54.76,"2"
NA,0,NA,NA,"2"
0,0,10.3,106.09,"2"
0,0,12.3,151.29,"2"
NA,0,10.3,106.09,"2"
0,0,5.2,27.04,"2"
NA,1,7.6,57.76,"2"
NA,0,6.5,42.25,"2"
NA,1,NA,NA,"2"
0,0,8,64,"2"
NA,1,14.4,207.36,"2"
NA,0,10.5,110.25,"2"
NA,1,10,100,"2"
NA,0,6.1,37.21,"2"
NA,1,11.1,123.21,"2"
NA,1,10.9,118.81,"2"
NA,0,NA,NA,"2"
NA,1,61.1,3733.21,"2"
NA,0,NA,NA,"2"
0,0,37,1369,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
0,0,42.2,1780.84,"2"
NA,1,NA,NA,"2"
NA,1,48.8,2381.44,"2"
NA,0,NA,NA,"2"
NA,1,38.9,1513.21,"2"
NA,0,NA,NA,"2"
0,1,41.3,1705.69,"2"
NA,0,NA,NA,"2"
NA,0,3.51,12.3201,"2"
NA,1,43.5,1892.25,"2"
0,0,55.1,3036.01,"2"
0,1,39,1521,"2"
NA,1,33.5,1122.25,"2"
NA,0,24.4,595.36,"2"
NA,0,20,400,"2"
NA,1,28.6,817.96,"2"
NA,0,30,900,"2"
NA,1,44,1936,"2"
0,1,30.5,930.25,"2"
0,1,6.5,42.25,"2"
NA,1,NA,NA,"2"
NA,1,9,81,"2"
NA,0,7.5,56.25,"2"
NA,1,9.6,92.16,"2"
NA,1,NA,NA,"2"
NA,1,8.9,79.21,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,0,7.6,57.76,"2"
NA,1,NA,NA,"2"
1,0,65.5,4290.25,"2"
0,1,45.2,2043.04,"2"
NA,1,44.4,1971.36,"2"
0,0,41.9,1755.61,"2"
NA,1,45.5,2070.25,"2"
1,0,22.4,501.76,"2"
NA,1,41,1681,"2"
0,0,40.1,1608.01,"2"
0,1,48,2304,"2"
1,1,68,4624,"2"
NA,0,NA,NA,"2"
NA,1,46.9,2199.61,"2"
NA,0,NA,NA,"2"
NA,1,50,2500,"2"
NA,0,66.5,4422.25,"2"
0,1,35.9,1288.81,"2"
0,0,34.5,1190.25,"2"
NA,1,56.5,3192.25,"2"
0,0,62,3844,"2"
NA,1,56.4,3180.96,"2"
NA,1,32,1024,"2"
0,0,71.6,5126.56,"2"
NA,1,49.5,2450.25,"2"
NA,0,74.7,5580.09,"2"
NA,1,52.5,2756.25,"2"
NA,0,56.3,3169.69,"2"
NA,1,28.3,800.89,"2"
NA,0,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
NA,1,7.5,56.25,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
1,0,72.1,5198.41,"2"
1,1,59,3481,"2"
1,0,73.1,5343.61,"2"
NA,1,32.4,1049.76,"2"
NA,0,46,2116,"2"
NA,1,36.4,1324.96,"2"
0,0,64.3,4134.49,"2"
NA,1,49.3,2430.49,"2"
NA,1,NA,NA,"2"
0,1,43,1849,"2"
0,0,34.1,1162.81,"2"
NA,1,5,25,"2"
NA,0,10.1,102.01,"2"
NA,1,13,169,"2"
NA,1,NA,NA,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,9.9,98.01,"2"
NA,0,NA,NA,"2"
NA,0,21.1,445.21,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
NA,0,10.6,112.36,"2"
NA,0,17,289,"2"
0,1,12.2,148.84,"2"
0,0,11.6,134.56,"2"
NA,0,11.7,136.89,"2"
NA,0,10.2,104.04,"2"
NA,1,40.2,1616.04,"2"
NA,0,35.5,1260.25,"2"
NA,1,70.4,4956.16,"2"
NA,1,NA,NA,"2"
NA,0,NA,NA,"2"
NA,1,NA,NA,"2"
NA,0,62,3844,"2"
NA,1,71.2,5069.44,"2"
0,0,36.2,1310.44,"2"
NA,1,NA,NA,"2"
NA,0,47.1,2218.41,"2"
NA,1,70.2,4928.04,"2"
NA,0,28,784,"2"
NA,1,67.9,4610.41,"2"
0,0,8.4,70.56,"2"
NA,0,9.56384364820847,91.4671053273775,"2"
0,0,8.9,79.21,"2"
0,1,8.3,68.89,"2"
NA,1,12.8,163.84,"2"
NA,1,8.6,73.96,"2"
0,1,9.4,88.36,"2"
NA,0,9.56384364820847,91.4671053273775,"2"
NA,0,7,49,"2"
0,1,30.5,930.25,"2"
0,0,72,5184,"2"
NA,1,35.4,1253.16,"2"
0,0,36.9,1361.61,"2"
0,1,39.6,1568.16,"2"
0,0,72.4,5241.76,"2"
0,1,46,2116,"2"
NA,0,41.4,1713.96,"2"
0,1,54.5,2970.25,"2"
